2026-02-25 02:50:27 | INFO     | market.fetch_ohlcv | Fetching OHLCV for BANKINDIA.NS from 2025-02-16 to 2025-02-20
2026-02-25 10:25:44 | WARNING  | retry.wrapper | 'fetch_news' failed (attempt 1/3): 403 Client Error: Forbidden for url: https://finnhub.io/api/v1/company-news?symbol=BANKINDIA.NS&from=2026-02-17&to=2026-02-20&token=d6f7umpr01qvn4o251e0d6f7umpr01qvn4o251eg. Retrying in 2 seconds...
2026-02-25 10:25:46 | INFO     | cache.get | Cache miss for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:25:46 | INFO     | news.fetch_news | Fetching FINNHUB news for BANKINDIA from 2026-02-17 to 2026-02-20
2026-02-25 10:25:48 | WARNING  | retry.wrapper | 'fetch_news' failed (attempt 2/3): 403 Client Error: Forbidden for url: https://finnhub.io/api/v1/company-news?symbol=BANKINDIA.NS&from=2026-02-17&to=2026-02-20&token=d6f7umpr01qvn4o251e0d6f7umpr01qvn4o251eg. Retrying in 4 seconds...
2026-02-25 10:25:52 | INFO     | cache.get | Cache miss for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:25:52 | INFO     | news.fetch_news | Fetching FINNHUB news for BANKINDIA from 2026-02-17 to 2026-02-20
2026-02-25 10:25:55 | WARNING  | retry.wrapper | 'fetch_news' failed (attempt 3/3): 403 Client Error: Forbidden for url: https://finnhub.io/api/v1/company-news?symbol=BANKINDIA.NS&from=2026-02-17&to=2026-02-20&token=d6f7umpr01qvn4o251e0d6f7umpr01qvn4o251eg. Retrying in 8 seconds...
2026-02-25 10:26:03 | INFO     | cache.get | Cache miss for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:26:03 | INFO     | news.fetch_news | Fetching FINNHUB news for BANKINDIA from 2026-02-17 to 2026-02-20
2026-02-25 10:26:04 | ERROR    | retry.wrapper | 'fetch_news' failed after 3 retries: 403 Client Error: Forbidden for url: https://finnhub.io/api/v1/company-news?symbol=BANKINDIA.NS&from=2026-02-17&to=2026-02-20&token=d6f7umpr01qvn4o251e0d6f7umpr01qvn4o251eg
2026-02-25 10:31:27 | INFO     | cache.get | Cache miss for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:31:27 | INFO     | news.fetch_news | Fetching FINNHUB news for BANKINDIA from 2026-02-17 to 2026-02-20
2026-02-25 10:31:30 | INFO     | cache.get | Cache miss for key: finnhub_news_HINDZINC_2026-02-17_2026-02-20
2026-02-25 10:31:30 | INFO     | news.fetch_news | Fetching FINNHUB news for HINDZINC from 2026-02-17 to 2026-02-20
2026-02-25 10:31:35 | INFO     | cache.get | Cache miss for key: finnhub_news_PFOCUS_2026-02-17_2026-02-20
2026-02-25 10:31:35 | INFO     | news.fetch_news | Fetching FINNHUB news for PFOCUS from 2026-02-17 to 2026-02-20
2026-02-25 10:32:07 | INFO     | cache.get | Cache hit for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:32:07 | INFO     | news.fetch_news | Loaded FINNHUB news for BANKINDIA from cache (2026-02-17 to 2026-02-20)
2026-02-25 10:32:07 | INFO     | cache.get | Cache hit for key: finnhub_news_HINDZINC_2026-02-17_2026-02-20
2026-02-25 10:32:07 | INFO     | news.fetch_news | Loaded FINNHUB news for HINDZINC from cache (2026-02-17 to 2026-02-20)
2026-02-25 10:32:07 | INFO     | cache.get | Cache hit for key: finnhub_news_PFOCUS_2026-02-17_2026-02-20
2026-02-25 10:32:07 | INFO     | news.fetch_news | Loaded FINNHUB news for PFOCUS from cache (2026-02-17 to 2026-02-20)
2026-02-25 10:40:01 | INFO     | cache.get | Cache miss for key: newsdata_news_BANKINDIA_2026-02-20
2026-02-25 10:40:01 | INFO     | news.fetch_news | Fetching NEWSDATA news for BANKINDIA for 2026-02-20
2026-02-25 10:40:04 | INFO     | cache.get | Cache miss for key: newsdata_news_HINDZINC_2026-02-20
2026-02-25 10:40:04 | INFO     | news.fetch_news | Fetching NEWSDATA news for HINDZINC for 2026-02-20
2026-02-25 10:40:06 | INFO     | cache.get | Cache miss for key: newsdata_news_PFOCUS_2026-02-20
2026-02-25 10:40:06 | INFO     | news.fetch_news | Fetching NEWSDATA news for PFOCUS for 2026-02-20
2026-02-25 10:40:33 | INFO     | cache.get | Cache hit for key: newsdata_news_BANKINDIA_2026-02-20
2026-02-25 10:40:33 | INFO     | news.fetch_news | Loaded NEWSDATA news for BANKINDIA from cache for 2026-02-20
2026-02-25 10:40:33 | INFO     | cache.get | Cache hit for key: newsdata_news_HINDZINC_2026-02-20
2026-02-25 10:40:33 | INFO     | news.fetch_news | Loaded NEWSDATA news for HINDZINC from cache for 2026-02-20
2026-02-25 10:40:33 | INFO     | cache.get | Cache hit for key: newsdata_news_PFOCUS_2026-02-20
2026-02-25 10:40:33 | INFO     | news.fetch_news | Loaded NEWSDATA news for PFOCUS from cache for 2026-02-20
2026-02-25 10:47:26 | INFO     | cache.get | Cache hit for key: finnhub_news_BANKINDIA_2026-02-17_2026-02-20
2026-02-25 10:47:26 | INFO     | news.fetch_news | Loaded FINNHUB news for BANKINDIA from cache (2026-02-17 to 2026-02-20)
2026-02-25 10:47:26 | INFO     | cache.get | Cache hit for key: finnhub_news_HINDZINC_2026-02-17_2026-02-20
2026-02-25 10:47:26 | INFO     | news.fetch_news | Loaded FINNHUB news for HINDZINC from cache (2026-02-17 to 2026-02-20)
2026-02-25 10:47:26 | INFO     | cache.get | Cache hit for key: finnhub_news_PFOCUS_2026-02-17_2026-02-20
2026-02-25 10:47:26 | INFO     | news.fetch_news | Loaded FINNHUB news for PFOCUS from cache (2026-02-17 to 2026-02-20)
2026-02-25 11:04:12 | INFO     | cache.get | Cache miss for key: finnhub_news_NSE:BANKINDIA_2026-02-22_2026-02-25
2026-02-25 11:04:12 | INFO     | news.fetch_news | Fetching FINNHUB news for BANKINDIA from 2026-02-22 to 2026-02-25
2026-02-25 11:04:13 | INFO     | cache.get | Cache miss for key: finnhub_news_NSE:HINDZINC_2026-02-22_2026-02-25
2026-02-25 11:04:13 | INFO     | news.fetch_news | Fetching FINNHUB news for HINDZINC from 2026-02-22 to 2026-02-25
2026-02-25 11:04:15 | INFO     | cache.get | Cache miss for key: finnhub_news_NSE:PFOCUS_2026-02-22_2026-02-25
2026-02-25 11:04:15 | INFO     | news.fetch_news | Fetching FINNHUB news for PFOCUS from 2026-02-22 to 2026-02-25
2026-02-25 11:04:38 | INFO     | cache.get | Cache miss for key: newsdata_news_BANKINDIA_2026-02-25
2026-02-25 11:04:38 | INFO     | news.fetch_news | Fetching NEWSDATA news for BANKINDIA for 2026-02-25
2026-02-25 11:04:40 | INFO     | cache.get | Cache miss for key: newsdata_news_HINDZINC_2026-02-25
2026-02-25 11:04:40 | INFO     | news.fetch_news | Fetching NEWSDATA news for HINDZINC for 2026-02-25
2026-02-25 11:04:42 | INFO     | cache.get | Cache miss for key: newsdata_news_PFOCUS_2026-02-25
2026-02-25 11:04:42 | INFO     | news.fetch_news | Fetching NEWSDATA news for PFOCUS for 2026-02-25
2026-02-25 11:08:25 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:BANKINDIA_2026-02-22_2026-02-25
2026-02-25 11:08:25 | INFO     | news.fetch_news | Loaded FINNHUB news for BANKINDIA from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:08:25 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:HINDZINC_2026-02-22_2026-02-25
2026-02-25 11:08:25 | INFO     | news.fetch_news | Loaded FINNHUB news for HINDZINC from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:08:25 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:PFOCUS_2026-02-22_2026-02-25
2026-02-25 11:08:25 | INFO     | news.fetch_news | Loaded FINNHUB news for PFOCUS from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:08:31 | INFO     | cache.get | Cache hit for key: newsdata_news_BANKINDIA_2026-02-25
2026-02-25 11:08:31 | INFO     | news.fetch_news | Loaded NEWSDATA news for BANKINDIA from cache for 2026-02-25
2026-02-25 11:08:31 | INFO     | cache.get | Cache hit for key: newsdata_news_HINDZINC_2026-02-25
2026-02-25 11:08:31 | INFO     | news.fetch_news | Loaded NEWSDATA news for HINDZINC from cache for 2026-02-25
2026-02-25 11:08:31 | INFO     | cache.get | Cache hit for key: newsdata_news_PFOCUS_2026-02-25
2026-02-25 11:08:31 | INFO     | news.fetch_news | Loaded NEWSDATA news for PFOCUS from cache for 2026-02-25
2026-02-25 11:28:35 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:BANKINDIA_2026-02-22_2026-02-25
2026-02-25 11:28:35 | INFO     | news.fetch_news | Loaded FINNHUB news for BANKINDIA from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:28:35 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:HINDZINC_2026-02-22_2026-02-25
2026-02-25 11:28:35 | INFO     | news.fetch_news | Loaded FINNHUB news for HINDZINC from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:28:35 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:PFOCUS_2026-02-22_2026-02-25
2026-02-25 11:28:35 | INFO     | news.fetch_news | Loaded FINNHUB news for PFOCUS from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | yfinance failed for BANKINDIA alias generation: No module named 'yfinance'. Falling back to ticker.
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | No longName found for BANKINDIA. All aliases will use ticker only.
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | yfinance failed for HINDZINC alias generation: No module named 'yfinance'. Falling back to ticker.
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | No longName found for HINDZINC. All aliases will use ticker only.
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | yfinance failed for PFOCUS alias generation: No module named 'yfinance'. Falling back to ticker.
2026-02-25 11:29:00 | WARNING  | aliases._generate_and_cache | No longName found for PFOCUS. All aliases will use ticker only.
2026-02-25 11:48:33 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:BANKINDIA_2026-02-22_2026-02-25
2026-02-25 11:48:33 | INFO     | news.fetch_news | Loaded FINNHUB news for BANKINDIA from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:48:33 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:HINDZINC_2026-02-22_2026-02-25
2026-02-25 11:48:33 | INFO     | news.fetch_news | Loaded FINNHUB news for HINDZINC from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:48:33 | INFO     | cache.get | Cache hit for key: finnhub_news_NSE:PFOCUS_2026-02-22_2026-02-25
2026-02-25 11:48:33 | INFO     | news.fetch_news | Loaded FINNHUB news for PFOCUS from cache (2026-02-22 to 2026-02-25)
2026-02-25 11:48:39 | INFO     | cache.get | Cache hit for key: newsdata_news_BANKINDIA_2026-02-25
2026-02-25 11:48:39 | INFO     | news.fetch_news | Loaded NEWSDATA news for BANKINDIA from cache for 2026-02-25
2026-02-25 11:48:39 | INFO     | cache.get | Cache hit for key: newsdata_news_HINDZINC_2026-02-25
2026-02-25 11:48:39 | INFO     | news.fetch_news | Loaded NEWSDATA news for HINDZINC from cache for 2026-02-25
2026-02-25 11:48:39 | INFO     | cache.get | Cache hit for key: newsdata_news_PFOCUS_2026-02-25
2026-02-25 11:48:39 | INFO     | news.fetch_news | Loaded NEWSDATA news for PFOCUS from cache for 2026-02-25
2026-02-26 03:15:37 | INFO     | cache.get | Cache miss for key: yfinance_news_BANKINDIA.NS_2026-02-23_2026-02-26
2026-02-26 03:15:37 | INFO     | news.fetch_news | Fetching YFINANCE news for BANKINDIA from 2026-02-23 to 2026-02-26
2026-02-26 03:15:38 | INFO     | cache.get | Cache miss for key: yfinance_news_HINDZINC.NS_2026-02-23_2026-02-26
2026-02-26 03:15:38 | INFO     | news.fetch_news | Fetching YFINANCE news for HINDZINC from 2026-02-23 to 2026-02-26
2026-02-26 03:15:38 | INFO     | cache.get | Cache miss for key: yfinance_news_PFOCUS.NS_2026-02-23_2026-02-26
2026-02-26 03:15:38 | INFO     | news.fetch_news | Fetching YFINANCE news for PFOCUS from 2026-02-23 to 2026-02-26
2026-02-26 03:15:44 | INFO     | cache.get | Cache miss for key: gnews_news_BANKINDIA_2026-02-26
2026-02-26 03:15:44 | INFO     | news.fetch_news | Fetching GOOGLE RSS news for BANKINDIA for 2026-02-26
2026-02-26 03:15:46 | INFO     | cache.get | Cache miss for key: gnews_news_HINDZINC_2026-02-26
2026-02-26 03:15:46 | INFO     | news.fetch_news | Fetching GOOGLE RSS news for HINDZINC for 2026-02-26
2026-02-26 03:15:48 | INFO     | cache.get | Cache miss for key: gnews_news_PFOCUS_2026-02-26
2026-02-26 03:15:48 | INFO     | news.fetch_news | Fetching GOOGLE RSS news for PFOCUS for 2026-02-26
2026-02-26 03:21:54 | INFO     | cache.get | Cache miss for key: yfinance_news_BANKINDIA.NS_2026-02-23_2026-02-26
2026-02-26 03:21:54 | INFO     | news.fetch_news | Fetching YFINANCE news for BANKINDIA from 2026-02-23 to 2026-02-26
2026-02-26 03:21:55 | INFO     | cache.get | Cache miss for key: yfinance_news_HINDZINC.NS_2026-02-23_2026-02-26
2026-02-26 03:21:55 | INFO     | news.fetch_news | Fetching YFINANCE news for HINDZINC from 2026-02-23 to 2026-02-26
2026-02-26 03:21:55 | INFO     | cache.get | Cache miss for key: yfinance_news_PFOCUS.NS_2026-02-23_2026-02-26
2026-02-26 03:21:55 | INFO     | news.fetch_news | Fetching YFINANCE news for PFOCUS from 2026-02-23 to 2026-02-26
2026-02-27 01:33:07 | INFO     | news_utils.get_long_name | get_long_name cached: BANKINDIA → Bank of India Limited
2026-02-27 01:33:07 | INFO     | news_utils.get_long_name | get_long_name cached: HINDZINC → Hindustan Zinc Limited
2026-02-27 01:33:07 | INFO     | news_utils.get_long_name | get_long_name cached: PFOCUS → Prime Focus Limited
2026-02-27 01:41:37 | INFO     | cache.get | Cache miss for key: yf_news_BANKINDIA_2026-02-27
2026-02-27 01:41:37 | INFO     | news.fetch_news | YFinanceNewsProvider: fetching news for BANKINDIA.NS
2026-02-27 01:41:39 | INFO     | news.fetch_news | YFinanceNewsProvider: 0 articles within 72hr window for BANKINDIA (total fetched: 10)
2026-02-27 01:41:39 | INFO     | cache.get | Cache miss for key: yf_news_HINDZINC_2026-02-27
2026-02-27 01:41:39 | INFO     | news.fetch_news | YFinanceNewsProvider: fetching news for HINDZINC.NS
2026-02-27 01:41:40 | INFO     | news.fetch_news | YFinanceNewsProvider: 0 articles within 72hr window for HINDZINC (total fetched: 10)
2026-02-27 01:41:40 | INFO     | cache.get | Cache miss for key: yf_news_PFOCUS_2026-02-27
2026-02-27 01:41:40 | INFO     | news.fetch_news | YFinanceNewsProvider: fetching news for PFOCUS.NS
2026-02-27 01:41:40 | INFO     | news.fetch_news | YFinanceNewsProvider: 0 articles within 72hr window for PFOCUS (total fetched: 0)
2026-02-27 02:47:58 | INFO     | cache.get | Cache miss for key: newsdata_BANKINDIA_2026-02-27
2026-02-27 02:47:58 | INFO     | news._call_api | NewsDataProvider: fetching news for BANKINDIA (q='Bank of India')
2026-02-27 02:48:01 | INFO     | cache.get | Cache miss for key: newsdata_HINDZINC_2026-02-27
2026-02-27 02:48:01 | INFO     | news._call_api | NewsDataProvider: fetching news for HINDZINC (q='Hindustan Zinc')
2026-02-27 02:48:03 | INFO     | news._select_best | NewsDataProvider: selected for 'Hindustan Zinc Limited' [2026-02-25 07:49] 'Vedanta, BPCL, Hindustan Zinc among high dividend-paying stocks delivering up to 70% returns in past one year - Upstox'
2026-02-27 02:48:03 | INFO     | cache.get | Cache miss for key: newsdata_PFOCUS_2026-02-27
2026-02-27 02:48:03 | INFO     | news._call_api | NewsDataProvider: fetching news for PFOCUS (q='Prime Focus')
